"","id","JS1","OC1","OC2","EP1","OC3","OC4","EP2","EP3","AC1","EP4","JS2","JS3","AC2","SI1","JS4","SI2","JS5","AC3","SI3","AC4","SI4","C1","C2","C3","AGE","EXP","JP","evasao"
"170",170,4,9,10,10,10,10,10,10,1,7,6,3,3,5,5,5,80.9956357698549,3,5,1,4,2,1,1,32.3155358984776,4.27152884391655,5,FALSE
"171",171,2,0,3,4,9,4,1,9,1,6,1,1,1,2,1,3,27.9112076531525,1,1,1,1,2,2,1,43.7092226642646,12.0944408709977,4,FALSE
"172",172,2,7,9,8,9,9,8,9,2,6,2,1,3,4,1,4,34.8664156178251,1,3,1,3,2,1,1,32.7345971214403,3.16287921929391,5,FALSE
"173",173,3,3,7,7,7,1,8,8,3,7,2,3,1,3,1,3,50.1900337618869,1,4,1,3,2,1,1,41.2837922241639,7.36171440966424,3,TRUE
"174",174,4,5,10,10,10,10,10,10,3,7,5,3,3,5,5,5,83.6255027592558,4,5,5,5,2,1,1,54.3935930929593,10.7595337901308,5,TRUE
"175",175,4,7,9,4,9,9,9,9,1,6,5,2,3,2,3,2,53.4608995534385,1,2,3,1,2,1,1,51.9454716123307,8.32168956801965,5,FALSE
"176",176,6,8,9,9,9,9,9,9,1,6,6,5,1,4,4,4,37.6371989706992,1,4,1,2,2,2,1,39.940117276433,5.71574344308319,5,FALSE
"177",177,3,10,10,0,10,10,10,10,2,7,4,2,3,5,1,5,72.5607318037989,3,4,3,5,2,2,1,44.0289671582212,13.11033426928,5,FALSE
"178",178,5,0,2,7,4,4,7,7,1,4,3,3,1,3,3,4,41.1115033533389,1,2,2,3,2,2,1,49.4471726518248,9.35775973978948,3,FALSE
"179",179,4,5,8,7,9,9,8,8,1,5,2,2,5,4,2,4,26.6278640222649,4,3,3,3,2,1,1,45.245451349887,11.4128982336473,5,FALSE
"180",180,6,6,7,9,9,9,9,9,2,6,6,5,4,3,3,4,63.3868261368921,2,2,2,2,2,2,1,39.3854284452176,7.4477924031879,5,FALSE
"181",181,6,6,8,10,10,10,10,10,3,2,4,5,1,4,5,5,63.997840375569,2,4,2,4,2,2,1,39.9544357544491,6.21982915944375,5,FALSE
"182",182,5,3,7,7,7,6,7,7,4,4,2,1,4,4,1,4,60.0209604317915,3,2,2,3,2,1,1,40.9375984433347,5.25819690097244,3,TRUE
"183",183,4,2,6,7,6,3,7,7,1,4,4,3,1,2,2,2,41.4819674685156,3,2,2,2,2,2,1,40.5678513248433,6.23389611448584,5,FALSE
"184",184,4,8,10,9,10,10,10,10,1,7,4,5,1,5,2,5,55.1863895979355,2,5,1,4,2,2,1,40.8806706364678,11.7924427294489,5,TRUE
"185",185,3,7,6,8,6,9,9,9,1,3,4,3,2,3,3,3,35.2759266583726,2,2,3,2,2,1,1,45.6524599261901,11.1221559170941,5,FALSE
"186",186,2,7,10,10,10,10,10,10,1,7,3,1,1,5,3,5,25.6385099270319,3,5,2,5,2,1,1,43.2358883361895,0.75,3,FALSE
"187",187,5,7,10,10,10,10,10,10,3,7,6,4,4,5,3,5,78.2910252358966,2,5,2,4,2,1,1,32.4587813602546,10.7357951219021,4,TRUE
"188",188,1,4,9,9,9,9,7,9,1,6,3,1,3,4,1,3,18.2155494461124,1,2,2,3,2,2,1,46.5472294628065,8.23434014373978,5,FALSE
"189",189,6,6,7,7,9,9,9,8,3,6,5,4,1,2,3,3,41.7055106099683,1,2,1,1,2,2,1,49.0252848639484,4.98567465794674,4,FALSE
"190",190,3,4,7,7,6,8,7,8,2,5,3,4,3,5,3,4,41.9868500584293,3,4,1,4,2,2,1,42.1694978011145,12.1805388492719,4,FALSE
"191",191,2,6,9,9,9,9,9,9,1,4,2,2,4,4,3,4,35.1668450656333,5,4,2,4,2,2,1,34.624606351674,5.60972267318352,4,FALSE
"192",192,6,6,9,8,10,9,9,9,1,6,6,5,3,4,3,5,54.1917539324471,1,4,1,4,2,2,1,37.9568081110445,6.70461344135506,5,FALSE
"193",193,5,3,9,10,9,9,10,10,1,5,6,4,2,5,3,5,77.3311472543717,3,5,2,4,2,1,1,44.6475761805717,9.32110618594011,5,FALSE
"194",194,4,8,10,7,10,10,10,10,3,7,4,3,5,5,4,4,14.7347437602086,5,3,5,3,2,2,1,46.830860611089,8.59384716178243,5,FALSE
"195",195,3,8,9,6,9,9,9,9,2,6,4,4,2,4,2,4,36.5730491990029,1,4,1,4,2,2,1,32.6590828734806,9.39066123208844,5,TRUE
"196",196,5,2,8,8,9,9,9,9,1,5,4,3,3,4,2,4,40.3972086360715,1,4,1,4,2,2,1,42.9849625821993,2.96867126266934,4,FALSE
"197",197,5,4,9,7,9,9,3,8,1,4,5,4,2,4,4,3,74.1584269181869,1,2,1,2,2,2,1,49.3563377867006,11.7245137024943,4,FALSE
"198",198,5,5,10,7,10,10,9,9,3,6,4,3,2,5,4,5,85.9653813990424,1,5,2,5,2,1,1,38.4708765706002,7.68538917869295,5,FALSE
"199",199,2,0,0,9,4,9,9,7,1,6,2,1,1,3,1,2,44.4848455934423,1,2,1,2,2,2,1,36.1038865039151,9.70646406815988,3,FALSE
"200",200,4,7,9,9,9,9,9,9,3,6,4,3,2,3,2,3,51.5611657280124,3,2,2,2,2,1,1,43.5436778532677,9.42397878658303,5,FALSE
"201",201,4,6,8,10,10,2,10,10,5,7,4,4,3,4,3,4,51.4969499308447,3,3,5,3,1,2,2,55.1776677132336,8.93287523066018,5,FALSE
"202",202,5,4,9,10,9,8,10,10,2,7,6,5,3,5,5,5,71.2704243226454,4,5,1,5,1,2,2,33.4968219029479,5.06275422427761,5,TRUE
"203",203,2,7,10,10,10,10,10,10,3,7,3,2,5,5,3,5,41.9864248568681,5,5,3,5,1,1,2,36.9481124489744,7.82543889752719,4,TRUE
"204",204,4,4,10,10,10,10,10,10,4,7,7,3,5,5,5,5,84.1863289403013,5,5,6,5,1,2,2,52.1453801566899,8.52038489476022,5,FALSE
"205",205,5,7,10,10,10,10,8,10,4,7,6,4,2,5,2,5,49.1009888457841,3,3,4,4,1,1,2,48.3004139013573,10.5819482685512,3,TRUE
"206",206,5,9,9,9,10,9,9,9,3,6,2,3,2,4,3,4,26.8506742580434,2,3,1,3,1,1,2,36.8630009875007,3.96093376358391,3,TRUE
"207",207,6,4,10,9,10,10,10,10,4,7,4,4,4,4,5,5,78.3741561857379,4,5,6,4,1,2,2,50.1906864586342,5.11880808411157,5,FALSE
"208",208,3,9,10,10,10,10,10,10,3,7,4,3,5,4,4,4,48.4365900075361,1,5,3,5,1,1,2,43.6752631455728,9.04727384740891,5,FALSE
"209",209,4,5,9,9,9,9,9,9,4,6,4,3,5,5,3,5,80.0116667315557,5,4,5,4,1,1,2,48.7002671892231,9.99917935774015,3,FALSE
"210",210,1,1,1,9,1,10,9,9,1,6,3,1,6,4,1,4,48.4203495122829,4,3,4,4,1,1,2,39.8331749942619,4.41708922348831,3,TRUE
"211",211,5,9,8,8,6,8,8,8,4,5,3,2,5,5,4,4,82.9802834443932,3,3,4,3,1,1,2,49.4266201012627,4.30919152919528,5,FALSE
"212",212,3,4,7,7,7,7,7,7,3,4,4,4,5,4,1,3,78.4079813152993,3,3,3,3,1,2,2,43.2016294463067,7.05532784400331,4,FALSE
"213",213,3,5,9,7,9,8,6,6,5,3,3,3,6,4,1,5,41.5999763597917,5,4,6,3,1,1,2,47.267663677259,6.76894934760098,2,FALSE
"214",214,7,6,9,7,9,9,9,9,5,6,5,3,6,5,3,5,71.4374729006589,5,5,5,4,1,2,2,42.0550342282131,10.2514181212316,5,TRUE
"215",215,4,4,10,10,10,10,8,8,5,5,4,3,5,5,3,4,68.5550282931687,5,3,5,4,1,2,2,38.5475041431028,11.1018997532004,5,TRUE
"216",216,5,5,8,9,8,8,6,9,3,5,5,5,3,4,3,4,88.6016525155512,2,3,3,5,1,1,2,49.9884005083451,9.61195487739937,5,FALSE
"217",217,5,4,5,7,8,7,9,8,1,5,4,5,6,4,5,1,71.941815233821,2,2,4,2,1,2,2,46.4728938279369,9.30122527654443,5,FALSE
"218",218,4,1,6,9,9,9,8,9,5,6,2,3,5,4,4,4,31.5954316804967,5,3,4,3,1,1,2,40.5577531913876,12.5373581785325,5,FALSE
"219",219,3,6,10,10,10,10,10,10,4,7,2,4,5,5,2,5,43.3911426091455,3,5,6,4,1,2,2,48.8894876317445,4.82311782890029,4,TRUE
"220",220,3,9,10,10,10,10,10,10,4,7,4,1,6,5,1,5,66.7178193403291,5,5,5,5,1,1,2,41.9458312587837,10.27093407466,5,TRUE
"221",221,5,5,9,8,9,9,8,7,2,5,4,1,4,4,2,4,69.7471096344377,1,3,3,2,1,1,2,47.0008303939121,10.7214744750432,5,FALSE
"222",222,3,1,8,4,1,4,6,5,3,2,4,2,5,4,3,4,32.8230627906046,4,4,5,3,1,1,2,49.6155864226364,6.23412450349577,1,FALSE
"223",223,4,7,10,10,9,10,10,10,5,7,4,2,6,5,2,5,62.3265315111525,4,3,4,4,1,1,2,42.7769688421309,7.86603373285994,5,FALSE
"224",224,5,2,10,7,10,10,10,10,3,7,6,4,4,5,2,5,66.1953063692384,3,4,5,4,1,2,2,50.7473254057881,11.7306355813085,4,TRUE
"225",225,2,3,7,8,7,7,7,8,5,7,4,1,5,4,1,4,25.4661337676175,5,5,6,4,1,1,2,46.537318368937,12.5396860880759,5,FALSE
"226",226,6,5,10,9,10,9,9,9,4,6,5,4,5,5,2,5,75.9013708889811,3,5,3,5,1,1,2,31.5327024990487,8.09446698206449,5,FALSE
"227",227,3,5,8,8,9,8,8,8,4,5,4,1,5,5,2,5,59.1355646280609,3,3,3,4,1,1,2,41.5859034723961,11.5378008974335,5,FALSE
"228",228,1,5,8,8,10,8,10,10,2,7,1,2,2,5,2,5,19.8532449903803,4,5,3,5,1,1,2,43.1706890341189,13.7674073771735,5,TRUE
"229",229,4,6,10,9,10,10,10,10,5,7,3,3,5,5,4,4,48.3336742191505,5,5,5,5,1,2,2,45.6232612661864,12.063921397637,5,TRUE
"230",230,3,2,8,10,8,8,10,10,4,4,2,3,5,4,2,3,57.5779113439934,4,3,6,3,1,2,2,52.2606714005176,11.4677627157245,5,FALSE
"231",231,7,5,8,8,7,6,9,8,4,4,7,6,4,4,5,4,87.7538604542477,2,3,2,3,1,1,2,34.8982616085162,10.5617804796969,4,TRUE
"232",232,6,4,6,8,8,8,10,10,2,7,4,4,5,5,2,4,45.6077275739266,1,3,1,4,1,2,2,30.5984725685495,1,3,FALSE
"233",233,4,4,7,8,6,7,9,7,4,6,5,3,6,4,3,4,60.1642542420939,3,3,4,3,1,2,2,40.2253609804607,13.1708830097801,3,FALSE
"234",234,3,6,8,10,10,6,10,9,5,7,4,2,6,4,1,5,20.6883083523179,4,4,6,3,1,2,2,46.5281155748795,7.0591377387306,5,FALSE
"235",235,4,2,10,9,10,10,10,9,4,7,4,1,6,5,3,5,20.6036595353703,5,4,3,4,1,2,2,32.303477866558,9.83331590592781,2,TRUE
"236",236,2,8,9,7,8,8,9,9,3,6,2,4,5,4,1,4,46.8719776135088,2,3,5,3,1,2,2,43.6931246432805,12.62212896922,4,TRUE
"237",237,4,4,10,10,10,9,10,10,4,7,4,4,5,5,1,5,29.4546417035435,4,3,6,4,1,2,2,49.9528952261156,6.20371854273489,3,FALSE
"238",238,1,7,9,8,9,8,8,8,5,5,2,1,6,3,1,5,30.1297815358833,5,3,4,3,1,1,2,32.4607823242365,8.45922071831555,5,FALSE
"239",239,6,10,10,7,10,10,8,8,5,5,4,3,5,5,3,5,70.971191691079,5,4,5,4,1,2,2,46.8098098402213,12.8805536708695,5,TRUE
"240",240,7,7,10,10,10,10,10,10,1,7,7,6,4,4,5,5,100,2,3,4,4,1,1,2,49.5414714898406,7.78375500502514,4,FALSE
"241",241,4,6,10,9,8,8,10,10,1,4,4,3,5,1,2,1,61.8401367141305,3,1,3,1,1,2,2,39.9599110828195,5.69047174995668,4,FALSE
"242",242,5,9,10,10,10,10,10,9,5,7,4,4,4,4,3,5,57.5352988971303,3,4,4,2,1,1,2,35.7483039467754,11.398287298002,5,FALSE
"243",243,4,4,7,10,7,8,10,10,2,6,6,4,5,5,3,5,75.7529620007033,2,3,4,4,1,2,2,46.7608478158158,6.43931319051174,5,FALSE
"244",244,7,7,10,10,10,10,10,10,2,7,7,5,3,5,5,5,83.7652371171797,2,5,3,4,1,1,2,47.2783226237222,13.1855946700321,5,FALSE
"245",245,4,6,8,8,8,7,10,10,4,5,6,2,3,5,3,5,68.2817626010242,2,4,5,4,1,2,2,46.4596435519665,6.11769956518179,3,TRUE
"246",246,3,5,10,10,10,10,10,10,5,7,3,2,6,4,1,5,57.5063267010988,5,5,6,5,1,1,2,38.9948869690463,6.2553537560895,5,TRUE
"247",247,4,7,10,10,10,10,10,8,2,7,3,2,5,5,2,5,70.7697527833423,3,5,2,4,1,1,2,36.0991142101028,11.6804047578966,5,TRUE
"248",248,4,7,10,10,10,10,10,9,3,7,4,1,5,4,3,4,24.3905685885579,5,3,5,3,1,1,2,54.159499255246,10.7729842714315,5,FALSE
"249",249,4,6,10,10,10,10,10,10,3,7,7,4,3,5,5,5,84.0839494110426,2,5,3,4,1,2,2,42.0607989612715,12.6912653804273,5,FALSE
"250",250,7,7,10,10,10,10,10,10,5,6,7,6,6,5,4,4,100,5,3,5,4,1,1,2,43.2257156450852,7.29399450952318,5,FALSE
"251",251,4,8,10,9,9,9,9,10,5,6,4,4,6,4,3,5,40.0239407539176,5,4,6,4,1,2,2,40.4333541871482,5.24683645784559,5,FALSE
"252",252,2,1,5,9,6,4,8,9,4,6,3,2,6,4,2,4,51.4147873784045,3,3,6,3,1,1,2,46.4562988560068,1,3,FALSE
"253",253,2,5,10,10,10,10,10,10,3,7,6,1,5,4,1,4,65.688357278855,4,4,6,4,1,1,2,53.7615081408846,11.1653368726851,5,FALSE
"254",254,5,7,10,10,10,10,10,10,5,7,4,5,6,5,4,5,67.8724602209626,5,3,5,4,1,1,2,36.977269884742,6.19635353865704,5,FALSE
"255",255,1,4,9,7,8,8,10,10,5,5,1,1,5,4,1,4,9.67890529714139,3,3,4,3,1,2,2,36.512509731038,8.38864215684876,3,FALSE
"256",256,4,4,9,9,6,7,8,9,5,6,6,4,5,5,4,5,82.7491643677862,3,4,2,3,1,2,2,36.8293899040413,10.7640665762957,5,FALSE
"257",257,5,2,4,10,8,8,7,6,5,4,4,4,5,3,3,3,32.5694067459916,5,4,6,2,1,2,2,50.1761790155075,10.0018781222054,5,FALSE
"258",258,6,0,0,10,0,0,5,10,2,7,7,4,3,4,4,4,79.1801287273739,2,4,2,2,1,2,2,39.3010343227293,14.0531757940869,5,FALSE
"259",259,5,3,10,10,10,9,10,10,4,7,6,3,5,5,5,5,79.0348950548353,5,5,4,4,1,1,2,42.0337986845875,5,5,FALSE
"260",2260,4,4,10,9,10,10,10,10,2,7,2,3,3,5,2,5,9.51177367799596,2,5,4,5,1,2,2,41.5185786234085,14.8558978626969,5,FALSE
"261",261,5,2,8,8,8,7,10,10,5,5,4,4,5,3,3,4,71.0939297498841,3,3,6,3,1,2,2,56.0561540780528,9.71567362680741,5,FALSE
"262",262,7,8,10,10,10,10,10,10,4,7,4,3,4,4,3,5,75.2172951278795,4,3,5,3,1,2,2,53.530368976368,15.0307187101446,5,FALSE
"263",263,3,2,7,7,8,7,9,7,2,4,3,1,4,4,1,4,38.8897677117783,1,3,3,3,1,2,2,35.3299191187766,5.85065692341061,5,FALSE
"264",264,6,3,9,9,6,8,8,9,3,4,5,5,3,4,5,5,79.4759313063047,4,3,4,4,1,1,2,45.9190349913245,8.1935274530622,2,TRUE
"265",265,3,9,10,10,10,10,10,10,5,7,3,4,6,4,2,5,48.4453515079658,5,5,6,5,1,1,2,42.0169780892693,6.18541880844813,4,TRUE
"266",266,4,7,10,10,10,9,10,5,2,7,6,2,5,5,4,5,43.9118984209582,1,4,4,4,1,1,2,46.8913340206819,8.26164202821153,4,FALSE
"267",267,4,3,8,8,8,8,8,8,2,5,1,4,4,4,1,4,33.225188515284,3,3,3,3,1,1,2,34.3487935324445,6.16901799223601,5,FALSE
"268",268,4,0,4,8,2,4,8,9,3,5,3,2,6,4,2,4,43.2524167320781,5,3,4,4,1,2,2,39.5595254371191,8.37545333882681,2,FALSE
"269",269,5,6,9,8,7,9,8,9,5,5,4,2,4,5,2,5,36.5381127135585,4,4,5,4,1,2,2,48.244814429014,5,4,TRUE
"270",270,7,9,10,9,10,10,10,10,3,7,7,4,4,5,4,5,57.2710754899268,5,3,6,4,1,1,2,55.8441549670427,10.8936561407002,5,TRUE
"271",271,6,2,10,10,7,10,10,10,4,7,5,5,5,5,5,5,98.7536566176604,4,4,4,5,1,2,2,44.3865642822356,9.44142514108167,5,TRUE
"272",272,3,2,4,6,9,6,8,8,2,5,4,2,4,4,1,4,39.6873053478081,2,4,4,2,1,2,2,50.9132286149646,9.6223459990486,5,FALSE
"273",273,6,5,7,10,7,7,10,10,2,7,4,5,5,4,5,4,90.6379777902201,3,4,5,4,1,1,2,59.2255488947577,7.79298798546219,5,FALSE
"274",274,5,3,8,8,7,7,8,8,2,5,5,4,5,4,4,4,85.4223677511329,1,3,2,3,1,1,2,40.3221285273576,8.56225144732976,4,FALSE
"275",275,6,4,8,7,10,8,7,8,1,5,4,3,4,4,3,4,75.436615501108,4,3,5,3,1,2,2,50.1857565067116,6.10189195698888,2,FALSE
"276",276,3,7,10,10,10,10,10,10,3,7,4,2,3,5,2,5,40.2332154345179,5,3,5,4,1,1,2,53.2414199305565,6.71801242461032,5,FALSE
"277",277,6,6,10,9,10,10,10,10,3,7,4,2,5,5,4,5,48.1419283218474,5,3,4,5,1,2,2,48.1249897181014,11.0348269004681,4,TRUE
"278",278,4,9,9,7,9,9,9,9,2,6,5,3,6,3,3,5,39.8126229116235,4,2,2,2,1,1,2,34.6599693289872,10.9227459062192,5,FALSE
"279",279,5,10,10,10,10,10,8,10,1,7,5,4,3,4,4,4,57.7677649150068,1,3,3,4,1,2,2,51.2462874188504,11.4976229411016,5,FALSE
"280",280,4,10,10,10,10,10,10,0,1,7,4,3,3,5,3,5,47.0755318896608,3,5,3,4,1,1,2,50.9397314476586,10.3780122292362,5,FALSE
"281",281,4,5,10,10,10,10,10,10,4,7,3,3,6,4,2,5,49.64625066979,3,4,4,4,1,1,2,38.0610898865724,5,5,FALSE
"282",282,6,3,8,8,10,9,9,9,5,5,4,4,4,4,5,4,73.9386938166758,3,3,4,3,1,1,2,45.6031850235825,9.93775664118678,5,FALSE
"283",283,2,4,10,8,10,9,9,9,5,6,4,4,6,4,2,4,62.9232661334655,5,3,6,3,1,2,2,45.531227106285,9.70288170306448,5,FALSE
"284",284,4,5,8,10,8,8,10,10,3,6,4,4,6,4,2,4,83.9446039923562,3,4,5,4,1,1,2,48.6153476077025,16.7689145601831,1,TRUE
"285",285,5,7,10,10,10,10,10,10,5,7,5,3,6,5,4,5,64.963101868338,4,4,4,4,1,1,2,39.8139530402347,10.7728329778667,5,FALSE
"286",286,4,7,10,8,10,10,8,10,4,7,2,2,5,5,1,5,38.2870623655774,3,5,5,4,1,1,2,39.2307127271978,6.32076736080878,5,FALSE
"287",287,4,6,9,9,9,9,9,9,2,6,4,3,4,4,1,4,80.1558888575998,2,3,2,4,1,2,2,33.0101791242863,8.59315315065714,5,FALSE
"288",288,2,5,10,10,9,9,10,10,2,6,5,4,4,5,1,5,30.9509256361079,4,5,5,4,1,1,2,48.2676408971848,7.02827555323421,5,TRUE
"289",289,5,1,10,10,9,9,10,10,3,7,5,2,6,4,3,5,62.258214199964,4,3,3,4,1,1,2,34.0342087635942,8.50133475937498,3,TRUE
"290",290,6,5,9,10,9,9,10,10,2,6,7,5,4,5,5,3,80.7320192777813,5,4,3,4,1,1,2,36.4490184302529,11.9459448369653,5,FALSE
"291",291,4,4,10,10,9,10,10,10,4,7,5,4,4,4,3,4,54.9786033149536,3,5,3,4,1,2,2,43.4029690872025,8.75430742643444,4,FALSE
"292",292,4,3,9,9,9,9,9,9,5,6,5,4,6,5,2,5,50.9594994737844,5,5,6,5,1,1,2,47.1208799532002,12.7269087106492,4,TRUE
"293",293,6,2,5,7,7,7,8,8,5,5,6,6,6,3,5,3,88.5607226034243,4,3,5,3,1,2,2,34.9446749205905,4,3,FALSE
"294",294,4,1,0,7,2,2,8,8,2,5,4,4,4,4,1,3,35.2203488670537,1,4,2,2,1,1,2,39.3783156845299,4,4,FALSE
"295",295,4,5,7,9,7,8,9,7,4,4,4,3,3,4,1,4,40.6488287793305,4,4,3,4,1,1,2,36.2681650806208,10.5276679098428,3,FALSE
"296",296,4,0,8,8,8,7,8,8,4,4,4,3,4,3,3,4,23.1204140538971,5,3,4,3,1,2,2,42.9753337619313,6.11858374019658,5,FALSE
"297",297,4,4,10,10,10,10,10,10,5,3,4,4,6,5,2,5,63.4755328085999,5,4,6,4,1,2,2,59.8119859677131,7.83048710874481,5,TRUE
"298",298,3,1,0,10,0,0,4,10,2,7,2,3,5,4,2,4,32.2975249070751,2,4,3,3,1,1,2,43.3616833489712,9,4,FALSE
"299",299,5,1,0,10,10,3,10,10,2,7,4,4,4,4,2,3,46.5849879728646,1,2,1,3,1,1,2,37.5676412600883,2,3,FALSE
"300",300,4,3,9,10,4,7,10,8,3,5,4,5,5,5,4,5,53.6199312630351,5,4,3,5,1,1,2,28.435776583693,9.90591582806619,5,FALSE
"301",301,4,7,10,10,10,10,10,9,4,7,4,4,6,5,3,5,51.3970815707659,4,5,5,5,1,1,1,47.5349090821981,9.56381502919593,5,FALSE
"302",302,4,6,10,10,10,10,10,9,4,7,4,5,5,5,3,3,66.3721911084322,4,3,4,2,1,2,1,38.494359866331,8.79579556374589,5,FALSE
"303",303,4,7,8,8,8,8,9,9,4,5,5,4,6,5,2,5,29.6866010490477,4,4,6,4,1,1,1,57.2835169467867,11.9084611780931,4,FALSE
"304",304,3,5,6,6,7,7,10,7,2,4,5,1,3,4,1,4,50.6184892640696,1,3,3,3,1,1,1,43.217445045193,6.32375392019099,4,FALSE
"305",305,5,9,10,10,10,10,10,10,3,7,7,4,2,5,5,5,67.5406945680804,2,4,5,5,1,1,1,52.4527913332892,11.7900482804354,5,TRUE
"306",306,5,0,0,8,7,0,8,8,2,5,7,3,4,4,5,4,69.6366388833823,2,4,2,3,1,2,1,35.7604820975224,11.9406408242769,5,TRUE
"307",307,4,7,10,10,10,10,10,10,5,7,5,5,6,5,4,5,42.5288710900893,5,5,4,5,1,1,1,29.2795394554749,8.2995342784569,5,TRUE
"308",308,4,2,8,8,9,9,9,9,3,6,5,5,4,5,1,5,48.6124808645064,5,4,4,4,1,2,1,48.8937596756289,7.04622142355136,5,FALSE
"309",309,3,6,10,8,3,3,8,8,3,5,1,1,4,5,1,4,29.0634152871211,4,3,2,4,1,2,1,34.9671219357369,7.65401287227564,3,TRUE
"310",310,4,9,10,10,10,10,10,10,4,7,4,3,3,5,3,4,67.2609603342648,4,3,4,4,1,1,1,39.2328782742866,4.4761969395468,5,TRUE
"311",311,3,2,6,8,6,7,8,6,2,4,3,5,2,4,4,4,26.1412687705943,1,4,4,4,1,2,1,51.9907179387957,11.8390138364398,5,TRUE
"312",312,3,3,8,9,8,8,7,10,5,7,3,3,6,4,1,4,63.9917581937442,4,3,4,2,1,1,1,35.8162433688629,6.45468671563665,5,FALSE
"313",313,4,6,9,10,8,8,10,10,5,7,5,2,5,4,2,4,38.7661585981355,3,4,6,3,1,2,1,51.1397567557377,3,5,FALSE
"314",314,5,6,10,10,10,10,10,10,4,7,7,5,4,5,5,5,100,4,5,4,3,1,2,1,50.2951915293187,8.98459271945656,4,FALSE
"315",315,4,7,10,10,10,10,8,8,3,7,4,4,6,4,3,5,49.4482082575983,4,3,4,4,1,1,1,44.9191072597214,6.03790709420352,5,FALSE
"316",316,4,5,10,5,10,10,8,10,4,5,3,1,4,3,1,3,30.4952085836972,5,3,6,3,1,1,1,55.7356475742869,9.82064938812882,3,FALSE
"317",317,3,2,8,8,8,8,8,8,1,5,2,3,6,5,1,5,32.7282240541816,3,3,3,3,1,2,1,36.2393024881738,12.635320830369,3,TRUE
"318",318,7,0,9,8,8,9,9,9,4,6,4,4,5,4,4,4,68.0640684842955,3,5,6,4,1,2,1,55.2511045044433,8.33993109110277,2,FALSE
"319",319,5,4,10,10,5,10,10,10,3,7,4,3,5,4,1,4,41.4982413503209,4,3,5,4,1,2,1,52.1999840901825,11.0201523660485,4,FALSE
"320",320,5,7,10,10,10,10,10,8,5,7,4,4,6,5,2,5,84.3129889022602,5,3,5,4,1,1,1,42.248026098073,9.50774687319151,5,FALSE
"321",321,5,4,10,10,10,10,10,9,4,7,7,4,5,5,2,5,100,5,4,6,4,1,2,1,54.4632068477045,11.0149327846098,5,TRUE
"322",322,4,3,10,10,9,9,10,10,5,6,4,5,4,5,3,5,65.9421829796343,4,5,4,3,1,1,1,36.769784807455,13.7399096778566,4,FALSE
"323",323,3,6,10,10,10,10,10,10,4,7,4,3,5,5,2,5,64.6770432663866,4,3,3,4,1,2,1,35.5871792813858,3.55910812227195,5,FALSE
"324",324,5,3,10,9,9,9,9,9,5,3,4,2,6,5,3,5,51.8822092809219,4,3,5,4,1,1,1,46.0527394744457,8.25654972879584,2,FALSE
"325",325,2,5,8,7,8,7,7,7,5,5,2,1,5,3,3,3,21.2802322645089,5,2,3,2,1,1,1,26.4967371034304,8.59943210410037,5,FALSE
"326",326,4,0,8,8,8,8,10,10,5,7,3,3,5,5,1,4,52.3314547654858,5,3,3,4,1,2,1,25.0537123316353,7.73074539558993,5,TRUE
"327",327,5,8,10,10,10,10,10,10,5,5,4,3,6,5,3,5,77.6746889727749,5,5,5,5,1,2,1,38.5765950943923,12.756450583321,4,TRUE
"328",328,5,3,10,10,10,10,10,10,5,7,5,4,6,5,4,5,68.9282121386455,3,3,6,5,1,1,1,58.6742652928566,10.4746575712859,3,FALSE
"329",329,4,5,9,9,10,10,9,9,4,6,3,4,4,5,3,4,64.325721198215,3,3,4,4,1,1,1,44.4184830548259,7.13137430691735,5,FALSE
"330",330,6,2,10,10,10,10,10,10,5,7,6,4,6,5,2,5,88.3165384714874,3,5,6,4,1,2,1,42.9364651498633,10.4443066616093,5,TRUE
"331",331,4,5,8,10,6,10,10,10,5,7,5,2,4,4,4,4,74.0741614199563,3,4,5,4,1,1,1,48.8917758849809,11.8300637729189,5,FALSE
"332",332,2,2,8,10,10,8,10,10,4,7,4,1,6,4,2,4,38.7892571222272,5,4,6,3,1,2,1,48.0413992674125,6.05264749220001,5,TRUE
"333",333,1,3,9,9,5,5,10,10,4,7,3,2,5,4,2,4,44.7998011941537,3,3,4,3,1,1,1,40.7638164772115,4.70914166780179,4,FALSE
"334",334,1,5,8,7,8,8,9,9,3,6,3,2,3,5,2,5,27.8647343000647,3,4,4,4,1,1,1,45.0031714760927,11.262584939593,5,TRUE
"335",335,4,7,9,8,9,9,9,9,3,5,5,2,6,5,1,5,65.4936104350766,2,3,3,4,1,1,1,34.6292070655411,2.19083954364884,3,FALSE
"336",336,2,6,10,10,7,10,10,10,1,7,3,1,4,5,1,5,41.8112438906239,2,5,2,4,1,2,1,31.1100546742814,6.9385832210614,5,FALSE
"337",337,2,0,8,10,6,6,10,10,4,7,4,2,5,4,2,5,62.3004384788969,3,4,4,4,1,2,1,46.3886597753109,15.8727983216997,5,FALSE
"338",338,5,4,4,10,10,10,10,10,5,7,5,2,6,2,1,2,26.7459317740941,4,2,5,1,1,2,1,39.7478528054742,10.634326074767,5,FALSE
"339",339,5,2,9,9,9,9,9,9,3,6,7,5,6,4,4,4,75.0970009137717,3,3,3,3,1,2,1,39.5299870224704,6.01703043145662,5,FALSE
